charge,mass,x,y,z,vx,vy,vz
1.0,22.99,10.797315103068211,8.898852369100851,8.748550544877428,0.000245015646382,-0.000457614085058,-0.0003376331197929
-1.0,35.453,10.49054363840419,13.877706960883964,12.320105755861967,0.0002816281237387,-0.0003832870669012,0.0001475682038991
1.0,22.99,14.912429718214938,10.496646955718518,10.683189683617833,-0.0004425852471963,-0.0001385345598444,-0.0002072112502852
-1.0,35.453,17.27358674409043,10.33825967269808,10.732279962496648,1.8640251357620262e-05,3.1622920850763646e-05,-0.0004252124144104
1.0,22.99,19.308297763720734,9.016954666606603,9.044577338674143,-0.0002528457978607,-8.619609780664713e-05,-5.438370151370191e-05
-1.0,35.453,20.130261845491603,13.236349253100794,12.983805340973,-0.0002420765841254,-0.0003602816508992,-0.0005524839709547
1.0,22.99,2.9269860965966563,11.392048345440552,10.976718787829693,-0.0001485924659768,0.0002039428207177,0.0003957132006222
-1.0,35.453,3.091540575551106,12.535617955387373,13.394036670760142,-0.0002370783512474,-0.0002672442095918,-0.0001335733286275
1.0,22.99,5.925289683265566,11.099728496006847,8.734803276257708,-0.0003073570363094,0.0002135118050627,0.0001766016472428
-1.0,35.453,6.661998149744352,13.16323057087878,13.09254693569848,0.0001682016304325,-0.0004270249337219,-0.0002718823206117
1.0,22.99,11.36912460011884,16.257377036083078,10.174774917625143,0.0009293890270919,-0.0008030193844011,0.0002965178863054
-1.0,35.453,13.674258855623949,16.77841397283594,12.623232457634998,4.498421195066128e-05,-0.0002681503112157,-0.0006842920003235
1.0,22.99,15.829470136445844,15.85638077747054,10.059092016993874,-7.287440847015057e-05,0.0005822911604887,0.0002859891472929
-1.0,35.453,17.77145274160205,14.986382504422128,10.739818918871887,-0.0001533722295674,-0.0003279170067419,5.831376858348458e-05
1.0,22.99,19.503311091814886,12.960143121299268,9.848784905773668,0.0001582094438654,0.0002964560851517,0.0002198538105411
-1.0,35.453,1.4646810898353844,16.23150471687287,13.355171618119051,-0.0002388319701229,0.0003439540468839,-0.0004634166215327
1.0,22.99,1.6757370467518868,14.551263483958666,11.87019568650714,9.163959587840944e-05,-0.0003236254469644,-0.0002311566270248
-1.0,35.453,5.3086189682846125,18.178021412203794,11.072273675835293,3.0362433602584337e-05,-0.0001053089324297,0.0002257202372716
1.0,22.99,8.19631357646353,14.296856893480609,11.04609899924343,0.000125487724925,-0.0001085730293616,0.0001310129682301
-1.0,35.453,8.299352369290078,17.39114305555318,10.194819592040695,7.58130977269732e-05,5.352581902257467e-05,-0.0004709872642254
1.0,22.99,9.879342012086195,19.571815500567922,8.701988444592821,-0.0001467184604256,0.0002883654762865,0.0001585049283892
-1.0,35.453,9.9466913667814,19.32445423473849,13.172951563305427,0.0001921323679381,-0.0005728920350572,-0.0004009621002668
1.0,22.99,12.233829570977036,19.1651347699677,12.32012479222318,8.375490916490695e-05,0.0002503692977829,-0.0002002517200563
-1.0,35.453,14.99394735072516,2.051227020700986,12.865696932098889,-0.0001235966829862,-5.270420149109663e-05,-0.0001286101969507
1.0,22.99,17.515318844435306,19.42098003604474,9.888225554555929,-5.467930696074779e-05,0.0004432501375696,0.0005503476101707
-1.0,35.453,18.03256241975618,20.382809170437252,12.269738919475927,-0.0001092736681773,-0.0001940263873584,0.000109527389383
1.0,22.99,2.805543737990916,18.98435191970651,10.8361194299261,0.0005564567121155,0.000378582220258,-6.778254333752311e-05
-1.0,35.453,2.229814413681284,19.417051524484314,13.287687912072421,-0.0003076340086507,0.0002211296699234,-0.0002107281925753
1.0,22.99,5.953505180198822,17.51917516342988,8.96466577202245,-0.0002758636216926,-8.994850491286912e-05,4.277178319639579e-05
-1.0,35.453,8.324777652394374,1.080710117523179,8.809634910756902,0.0002811900502055,-0.0001651900488167,-0.0001149609316944
1.0,22.99,8.14649290845096,0.6422257565390704,11.332750908981486,-0.0003608130659259,0.0001169307188504,0.0006385453938336
-1.0,35.453,13.858251607654289,4.234128600426138,10.552977692077233,-5.14668745109234e-05,-0.0002769612842884,0.0003548175474661
1.0,22.99,13.791680487036844,1.746024306562265,10.337975273678154,-0.0003149549726328,-5.1239251539214594e-08,0.0002367491844763
-1.0,35.453,16.953000010550383,4.634969950372722,8.546656768207269,0.0004614587621331,8.307591217904936e-05,-0.0004467613293181
1.0,22.99,18.686063781966386,2.710983350994869,9.501553960701969,0.0002170059043235,0.0002712855030936,0.0003128682690195
-1.0,35.453,20.387649742994217,2.71249612805054,12.045629450761583,-0.0006100366049767,-1.807455546063543e-05,-0.0001715598002262
1.0,22.99,2.967632419720697,3.6436852313184898,11.235202473815608,-0.0006113624181538,-0.0001736255035119,-0.0001192814800052
-1.0,35.453,5.615625767177684,3.1918683103817704,12.104357201095208,4.206853741842634e-05,0.0003218149490616,-1.9725725317292377e-06
1.0,22.99,6.265292968653486,3.2668250971503925,9.05996736423265,-0.000375726601366,0.0004254053341313,-0.0004056124483828
-1.0,35.453,9.697579441486258,3.03517600843103,11.76603075060738,-2.032773968633016e-05,-0.0001386461826889,9.196015588841124e-05
1.0,22.99,11.446078013675935,4.4097254812119715,9.08278072920501,-0.0003961258319546,-0.0003798927812611,-0.0001223344263887
-1.0,35.453,13.811867657892835,11.467968844250887,12.671066632841907,0.0002221676741754,4.7064436057918413e-05,-2.395776791195114e-05
1.0,22.99,15.717415076529253,7.181048437570032,10.793311693685675,8.595519406412841e-05,-0.0005857829910983,-0.0002886988404174
-1.0,35.453,15.58274040329975,8.059768531631391,13.0443259380905,-0.0003936181670778,0.0001648262280143,-0.0001781779844034
1.0,22.99,19.810125122292142,5.727520746662331,7.781626663451218,-0.0004741269076804,0.0002841220178248,-0.0005340164025774
-1.0,35.453,0.5270797848776163,8.789854548226678,14.420742747168951,0.0002159067104558,-3.5391263365076175e-06,0.0002600406400993
1.0,22.99,3.401773088474321,7.898693731047565,14.915077956307938,0.0001985980426666,0.0002589142557754,3.7950296471802506e-05
-1.0,35.453,3.5619757517848454,8.983576827841855,11.622112700389673,9.691790950424368e-05,-0.0001939156726671,-5.088887968758909e-05
1.0,22.99,6.403120299656649,7.841583279722698,9.95347181054989,5.918503994679873e-05,0.0001948288756758,-0.0004968488986164
-1.0,35.453,6.876215297230079,7.020089693486065,12.978807749778227,0.0001460672195394,0.0001167554662373,-0.0002086004768722
1.0,22.99,8.396892078820997,11.259033587700824,14.400505310370717,0.0002913411994204,-0.0003982406743891,0.0002027075411585
-1.0,35.453,10.683577455982512,9.59260593191095,14.220677117186616,0.0004120014931593,-0.0001917354912719,0.0002541549970353
1.0,22.99,12.537154003287613,13.448770098713627,13.702276863639218,0.0003203099042627,0.0001279351605812,-0.0003411217650908
-1.0,35.453,15.84728334400043,13.299753462990683,15.611939548419796,3.641051540772012e-05,0.0001732722622383,-2.0032880111101227e-05
1.0,22.99,17.41514037096405,11.525718775815252,13.263284068453277,-9.95223650237039e-05,0.0001476693914559,0.000477432771943
-1.0,35.453,19.938226147074985,13.018902575886306,16.981257646114436,-0.0001045621781731,1.7373140529562323e-05,3.8992131444976345e-05
1.0,22.99,0.09836071194517243,11.201571357923248,13.773350173416828,-0.000395117113439,-0.000305344900997,-0.0001345295542243
-1.0,35.453,3.684096315091317,13.00664167754084,17.37459031004219,0.0003403848315397,-4.504963261233136e-05,-1.2471437776187484e-05
1.0,22.99,6.435960795135244,6.5288090197687625,16.379528213032426,-0.0007173273155217,0.0001446707077537,-0.0003933688443177
