charge,mass,radius,x,y,z
-1.0,35.45,1.81,7.9,7.9,7.9
1.0,22.989769,0.95,23.700000000000003,23.700000000000003,23.700000000000003
-1.0,35.45,1.81,23.700000000000003,23.700000000000003,7.9
1.0,22.989769,0.95,7.9,7.9,23.700000000000003
-1.0,35.45,1.81,23.700000000000003,7.9,23.700000000000003
1.0,22.989769,0.95,7.9,23.700000000000003,7.9
-1.0,35.45,1.81,7.9,23.700000000000003,23.700000000000003
1.0,22.989769,0.95,23.700000000000003,7.9,7.9
